session_id,sona_id,consent,participant_features,feature_settings,session_start,session_end,chat_duration_seconds,message_number,timestamp,speaker,message_content,had_ab_test,ab_selection
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,1,2025-09-18T22:52:56.397188,user,1,False,
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,2,2025-09-18T22:52:57.227598,assistant,Hello! How can I assist you today?,False,
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,3,2025-09-18T22:52:57.849878,user,2,False,
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,4,2025-09-18T22:53:00.259556,assistant,"Hello! It seems you've entered ""2."" How can I help you with this? Please let me know your question or request!",False,
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,5,2025-09-18T22:53:03.853155,user,3,False,
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,6,2025-09-18T22:53:07.671865,assistant,What do you want? Be clear and specific.,False,
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,7,2025-09-18T22:53:10.110640,user,Holy moly,False,
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,8,2025-09-18T22:53:12.877104,assistant,"Yeah, got it. What do you need?",False,
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,9,2025-09-18T22:53:15.023347,user,s,False,
a738c69b-9da2-4298-b5e1-3e6615a35b24,321321,True,"SLOWDOWN:0,ERASE_HISTORY:0,BLOCK_MSGS:0,LIE:0,RUDE_TONE:0,KIND_TONE:0,ADVICE_ONLY:0,NO_MEMORY:0,PERSONA:0,AB_TESTING:0,AB_UI_TEST:0,AB_UI_ALT:0,SCRIPTED_RESPONSES:0,MIRROR:0,ANTI_MIRROR:0,GRAMMAR_ERRORS:0,TYPEWRITER:0,THINKING:0,POSITIVE_FEEDBACK:0,NEUTRAL_FEEDBACK:0,CRITICAL_FEEDBACK:0,WEB_SEARCH:0,HEDGING_LANGUAGE:0,DELAY_BEFORE_SEND:0,AUTO_END_AFTER_N_MSGS:0,AUTO_END_AFTER_T_MIN:0,TEXT_SIZE_CHANGER:0,STREAMING:0,CUSTOM_CHAT_TITLE:0,INTER_TRIAL_SURVEY:0,DYNAMIC_FEATURE_CHANGING:1","text_size:20,delay_seconds:2,auto_end_messages:10,auto_end_minutes:5,slowdown_period_s:100,slowdown_window_s:20,slowdown_min_delay_s:4,slowdown_permanent_after_enabled:False,slowdown_permanent_after_s:600,erase_history_delay_s:60,erase_history_repeat:False,erase_history_interval_s:120,block_message_count:5,block_duration_s:15,block_repeat:True,typewriter_speed_ms:20,ab_test_message_threshold:5,scripted_convo_file:script.json,text_size_b:24,delay_seconds_b:3,auto_end_messages_b:15,auto_end_minutes_b:8,slowdown_period_s_b:150,slowdown_window_s_b:30,slowdown_min_delay_s_b:6,slowdown_permanent_after_enabled_b:True,slowdown_permanent_after_s_b:900,erase_history_delay_s_b:90,erase_history_repeat_b:True,erase_history_interval_s_b:180,block_message_count_b:8,block_duration_s_b:25,block_repeat_b:False,typewriter_speed_ms_b:50,blueprint_filename:experiment_blueprint.json",2025-09-18T22:52:00.002592,2025-09-18T22:53:19.479116,79,10,2025-09-18T22:53:19.478124,assistant,What’s that supposed to mean? Spell it out.,False,
